ID,GlideNumber,Country,multi_country,long,lat,Area,Year,Validation,Dead,Displaced,categorised_reason,Severity
56,0,BANGLADESH,no,89.6457,24.7027,6466.71,1985,News,0,800,Heavy Rain,1.0
57,0,USA,no,-66.635,18.2233,7219.8,1985,News,99,6200,Tropical Cyclone,1.0
58,0,MEXICO,no,-105.8,33.1369,225143.84,1985,News,1,460,Heavy Rain,1.0
59,0,BENIN,no,2.17876,7.37547,29267.71,1985,News,78,48000,Heavy Rain,1.0
60,0,THAILAND,no,99.6423,12.9425,13914.12,1985,News,18,7640,Heavy Rain,1.0
61,0,INDIA,no,86.7154,21.1495,46758.64,1985,News,49,150000,Tropical Cyclone,2.0
62,0,USA,no,-98.6949,31.7526,61286.27,1985,News,3,0,Heavy Rain,1.0
63,0,PHILIPPINES,no,121.138,16.1135,89516.87,1985,News,31,0,Tropical Cyclone,1.0
64,0,USA,no,-90.0003,29.542,9355.65,1985,News,0,400000,Tropical Cyclone,2.0
65,0,USA,no,-78.4543,38.837,57867.01,1985,News,54,18000,Heavy Rain,2.0
66,0,JAMAICA,no,-77.2692,17.9531,3961.15,1985,News,7,0,Tropical Cyclone,1.0
67,0,VENEZUELA,no,-67.0248,10.1633,19687.88,1985,News,24,15000,Heavy Rain,1.0
68,0,TRINIDAD,no,-60.6243,11.2699,293.167,1985,News,0,0,Heavy Rain,1.0
69,0,USA,no,-82.8186,42.6864,2796.82,1985,News,0,100,Heavy Rain,1.0
70,0,USA,no,-116.954,44.0047,1742.13,1986,News,0,100,Infrastructure Failure,1.0
71,0,BOLIVIA,no,-66.0628,-16.5525,62629.39,1986,News,30,11300,Heavy Rain,2.0
72,0,USA,no,-121.38,39.2816,88717.35,1986,News,18,30000,Heavy Rain,2.0
73,0,PERU,no,-69.0747,-16.1155,94944.29,1986,News,0,300000,Heavy Rain,2.0
74,0,USA,no,-87.8814,45.0248,4321.14,1986,News,2,496,Infrastructure Failure,1.0
75,0,ARGENTINA,no,-59.5908,-29.4731,268467.88,1986,News,2,55000,Heavy Rain,1.0
76,0,BRAZIL,no,-43.7954,-9.79844,155406.32,1986,News,11,0,Heavy Rain,1.0
77,0,IRAN,no,49.8267,33.3427,206210.86,1986,News,26,1000,Heavy Rain,1.0
78,0,THAILAND,no,100.638,15.0651,83450.74,1986,News,32,0,Heavy Rain,2.0
79,0,USA,no,-89.8357,37.2733,6447.33,1986,News,3,0,Heavy Rain,1.0
80,0,SOLOMON ISLANDS,no,160.669,-9.33748,28719.44,1986,News,0,10000,Tropical Cyclone,1.0
81,0,USA,no,-97.2966,32.4344,5256.42,1986,News,3,100,Heavy Rain,1.0
82,0,CHILE,no,-71.0406,-33.0922,27913.34,1986,News,8,17000,Heavy Rain,1.0
83,0,USA,no,-79.7424,40.604,1700.14,1986,News,8,10,Heavy Rain,1.0
84,0,USA,no,-97.8369,29.6932,26949.32,1986,News,10,3500,Heavy Rain,1.0
85,0,JAMAICA,no,-76.2478,20.8066,81780.3,1986,News,94,11860,Heavy Rain,1.0
86,0,CHILE,no,-71.0406,-33.0922,27913.34,1986,News,40,45000,Heavy Rain,1.0
87,0,USA,no,-94.1582,31.1451,25821.21,1986,News,1,1000,Tropical Cyclone,1.0
88,0,USA,no,-94.9169,41.7178,6985.68,1986,News,1,640,Heavy Rain,2.0
89,0,PHILIPPINES,no,120.905,15.6456,46621.61,1986,News,103,530000,Tropical Cyclone,1.0
90,0,COLOMBIA,no,-70.2357,2.12719,199436.26,1986,News,4,28000,Heavy Rain,1.0
91,0,CANADA,no,-113.747,53.6451,46913.5,1986,News,0,1000,Heavy Rain,2.0
92,0,CHINA,no,108.766,22.991,116842.63,1986,News,73,50000,Tropical Cyclone,1.0
93,0,INDIA,no,84.0726,25.6339,507167.44,1986,News,258,3040000,Heavy Rain,1.0
94,0,CHINA,no,128.148,45.246,599142.99,1986,News,0,800000,Heavy Rain,1.0
95,0,VIETNAM,no,105.593,21.5735,66087.74,1986,News,0,0,Heavy Rain,1.0
96,0,JAPAN,no,140.195,35.9088,16928.71,1986,News,17,3000,Tropical Cyclone,1.0
97,0,USA,no,-88.2263,42.894,6562.47,1986,News,1,250,Heavy Rain,1.0
98,0,INDIA,no,80.187,17.4331,107355.33,1986,News,150,3000000,Heavy Rain,1.0
99,0,URUGUAY,no,-54.7281,-33.7104,48840.56,1986,News,0,16000,Heavy Rain,1.0
100,0,USA,no,-81.5473,34.3153,3757.12,1986,News,2,125,Heavy Rain,1.0
101,0,AZORES ISLANDS ,no,-25.5053,37.8118,983.076,1986,News,3,0,Heavy Rain,1.0
102,0,USA,no,-102.223,31.9611,49574.37,1986,News,3,0,Heavy Rain,1.0
103,0,MEXICO,no,-99.8429,25.6963,14136.46,1986,News,20,5000,Heavy Rain,1.0
104,0,USA,no,-84.4959,43.1135,53960.13,1986,News,6,4000,Heavy Rain,2.0
105,0,USA,no,-107.522,48.0263,49214.9,1986,News,1,700,Heavy Rain,2.0
106,0,INDIA,no,89.4296,23.6547,231516.28,1986,News,49,700000,Heavy Rain,1.0
107,0,USA,no,-90.6864,38.8855,107660.8,1986,News,10,55000,Heavy Rain,2.0
108,0,TUNISIA,no,10.2467,36.1903,12622.37,1986,News,20,500,Heavy Rain,1.0
109,0,PHILIPPINES,no,120.882,14.6553,24915.98,1986,News,18,60000,Heavy Rain,1.0
110,0,ALASKA,no,-149.464,61.7914,43476.34,1986,News,0,1500,Heavy Rain,1.0
111,0,HAITI,no,-72.9026,18.7575,1153.3,1986,News,40,901,Heavy Rain,1.0
112,0,INDONESIA,no,106.005,-3.70717,79414.6,1986,News,93,31000,Heavy Rain,2.0
113,0,USA,no,-122.012,47.6776,26882.0,1986,News,0,2000,Heavy Rain,2.0
114,0,IRAN,no,50.5509,29.8651,155503.4,1986,News,200,40000,Heavy Rain,1.0
115,0,VIETNAM,no,108.708,13.9153,49609.11,1986,News,165,0,Heavy Rain,1.0
116,0,BRAZIL,no,-44.4508,-21.7074,276038.24,1986,News,29,7000,Heavy Rain,1.0
117,0,ARGENTINA,no,-60.2051,-24.152,224545.66,1987,News,7,9000,Heavy Rain,1.0
118,0,MADAGASCAR,no,47.4609,-19.6111,45555.43,1987,News,2,40220,Heavy Rain,1.0
119,0,BRAZIL,no,-46.6809,-23.5772,7036.99,1987,News,69,9000,Heavy Rain,2.0
120,0,BOLIVIA,no,-64.817,-16.7537,12805.09,1987,News,20,3000,Heavy Rain,1.0
121,0,PERU,no,-74.0575,-12.3047,29211.31,1987,News,113,2000,Heavy Rain,1.0
122,0,GEORGIA,no,41.8577,43.1418,33921.64,1987,News,110,10000,Heavy Rain,1.0
123,0,INDONESIA,no,111.925,-7.33531,19656.35,1987,News,3,26000,Heavy Rain,2.0
124,0,ECUADOR,no,-77.4907,-0.131721,31908.09,1987,News,300,15000,Infrastructure Failure,1.0
125,0,PERU,no,-76.7345,-11.8797,4672.27,1987,News,12,1000,Infrastructure Failure,1.0
126,0,TAJIKISTAN,no,61.4219,32.5541,4713.87,1987,News,31,1000,Heavy Rain,1.0
127,0,USA,no,-69.4556,44.7173,39618.48,1987,News,5,5000,Snow & Ice,2.0
128,0,ECUADOR,no,-79.4853,-2.54852,15796.42,1987,News,100,3000,Heavy Rain,1.0
129,0,YUGOSLAVIA,no,19.6312,44.584,23819.91,1987,News,4,0,Heavy Rain,1.0
130,0,AUSTRALIA,no,153.222,-28.4297,5029.69,1987,News,3,400,Heavy Rain,1.0
131,0,POLAND,no,20.6162,49.6687,13629.47,1987,News,0,500,Heavy Rain,1.0
132,0,CHINA,no,112.803,23.021,274128.55,1987,News,178,470000,Heavy Rain,1.0
133,0,USA,no,-95.2617,40.5924,36413.61,1987,News,2,2200,Heavy Rain,2.0
134,0,DOMINICAN REPUBLIC,no,-71.0321,18.5812,7875.83,1987,News,10,200,Heavy Rain,1.0
135,0,USA,no,-97.1003,28.9938,7258.74,1987,News,0,536,Heavy Rain,1.0
136,0,CHINA,no,103.832,31.0143,139927.17,1987,News,40,0,Heavy Rain,1.0
137,0,USA,no,-82.6341,40.5807,11883.86,1987,News,0,2100,Heavy Rain,2.0
138,0,CHINA,no,115.405,31.4619,268071.03,1987,News,56,25600,Heavy Rain,1.0
139,0,COLOMBIA,no,-75.5718,3.22933,19623.83,1987,News,15,240,Heavy Rain,1.0
140,0,CHILE,no,-71.1067,-33.8689,36283.59,1987,News,47,90000,Heavy Rain,1.0
141,0,ITALY,no,9.9383,45.7794,4687.42,1987,News,20,300,Heavy Rain,1.0
142,0,USA,no,-98.7832,29.9247,999.46,1987,News,9,0,Heavy Rain,2.0
143,0,CHINA,no,84.3995,42.1547,637522.36,1987,News,2,44000,Snow & Ice,1.0
144,0,SOUTH KOREA,no,126.932,36.4164,9041.57,1987,News,330,35900,Heavy Rain,1.0
145,0,IRAN,no,51.6599,35.2053,50247.17,1987,News,147,0,Heavy Rain,1.0
146,0,BANGLADESH,no,91.8011,24.7767,240065.2,1987,News,880,500000,Heavy Rain,2.0
147,0,CHINA,no,117.689,36.3332,16384.78,1987,News,51,6000,Heavy Rain,1.0
148,0,VENEZUELA,no,-66.4167,10.1321,19320.17,1987,News,112,30000,Heavy Rain,1.0
149,0,CHINA,no,124.655,46.7269,100391.13,1987,News,0,0,Heavy Rain,1.0
150,0,USA,no,-75.9401,40.4228,12008.56,1987,News,1,120,Heavy Rain,1.0
151,0,SOUTH AFRICA,no,30.7003,-29.0897,92666.52,1987,News,300,60000,Heavy Rain,1.0
152,0,MEXICO,no,-99.122,19.4762,2772.64,1987,News,15,3000,Heavy Rain,1.0
153,0,GUATEMALA,no,-90.7707,16.658,70305.34,1987,News,36,3500,Heavy Rain,1.0
154,0,SPAIN,no,2.42823,42.306,64614.13,1987,News,12,0,Heavy Rain,1.0
155,0,JAPAN,no,133.687,34.973,49936.77,1987,News,8,3000,Tropical Cyclone,1.0
156,0,LEBANON,no,33.9157,28.4698,12689.86,1987,News,10,200,Heavy Rain,2.0
157,0,TAIWAN,no,121.527,25.0202,3705.48,1987,News,49,0,Tropical Cyclone,2.0
158,0,JAMAICA,no,-76.9826,18.0492,4628.65,1987,News,4,1000,Tropical Cyclone,1.0
159,0,SPAIN,no,-0.936047,38.6938,37572.82,1987,News,16,3000,Heavy Rain,1.0
160,0,VIETNAM,no,108.372,13.9903,45057.5,1987,News,86,40000,Heavy Rain,1.0
161,0,USA,no,-90.0017,35.3657,16161.0,1987,News,3,6000,Heavy Rain,2.0
162,0,USA,no,-157.782,21.3825,385.696,1988,News,0,2800,Heavy Rain,1.0
163,0,COSTA RICA,no,-82.9868,9.60268,10877.36,1988,News,9,7000,Heavy Rain,1.0
164,0,DOMINICAN REPUBLIC,no,-70.4315,19.321,10489.39,1988,News,4,2000,Heavy Rain,1.0
165,0,USA,no,-90.22,30.6473,2708.65,1988,News,3,0,Heavy Rain,1.0
166,0,BRAZIL,no,-43.2761,-22.4939,9181.28,1988,News,290,25000,Heavy Rain,2.0
167,0,INDONESIA,no,110.614,-7.76758,7795.17,1988,News,7,3000,Heavy Rain,1.0
168,0,SOUTH AFRICA,no,24.3587,-28.8429,50999.8,1988,News,24,10000,Heavy Rain,1.0
169,0,PERU,no,-72.4803,-12.823,5174.04,1988,News,0,0,Heavy Rain,1.0
170,0,SOUTH AFRICA,no,26.9543,-22.1508,388455.26,1988,News,18,24000,Heavy Rain,1.0
171,0,ARGENTINA,no,-59.0423,-34.6391,11057.04,1988,News,24,57000,Heavy Rain,1.0
172,0,WEST GERMANY,no,10.0852,49.8867,105533.51,1988,News,6,3500,Heavy Rain,2.0
173,0,AUSTRALIA,no,119.782,-20.5349,18139.52,1988,News,5,0,Heavy Rain,2.0
174,0,TURKEY,no,42.6368,37.441,1390.79,1988,News,8,5000,Heavy Rain,1.0
175,0,CZECHOSLOVAKIA,no,15.6402,49.345,449.006,1988,News,2,500,Heavy Rain,1.0
176,0,KENYA,no,36.3806,-0.996029,89591.05,1988,News,60,10000,Heavy Rain,1.0
177,0,JAPAN,no,130.88,32.5616,8184.5,1988,News,3,10000,Heavy Rain,1.0
178,0,RWANDA,no,30.4125,-0.829098,40351.4,1988,News,52,23628,Heavy Rain,1.0
179,0,CHINA,no,118.907,26.9901,40595.03,1988,News,125,2800000,Heavy Rain,1.0
180,0,INDIA,no,92.0622,26.4813,42285.99,1988,News,76,43000,Heavy Rain,1.0
181,0,CHINA,no,113.629,25.0845,6755.29,1988,News,5,8000,Heavy Rain,1.0
182,0,CUBA,no,-79.1496,21.6272,34415.84,1988,News,24,65000,Heavy Rain,1.0
183,0,SRI LANKA,no,80.4188,6.5639,7183.6,1988,News,3,110000,Heavy Rain,1.0
184,0,PHILIPPINES,no,121.197,14.6581,3302.96,1988,News,35,5000,Tropical Cyclone,1.0
185,0,AFGHANISTAN,no,69.4328,36.3288,122607.82,1988,News,0,3000,Heavy Rain,1.0
186,0,CHINA,no,108.938,28.7125,9275.31,1988,News,11,500,Heavy Rain,1.0
187,0,TURKEY,no,32.9515,40.0061,229.14,1988,News,16,400,Heavy Rain,1.0
188,0,BANGLADESH,no,89.2694,22.9348,66355.79,1988,News,8,15000,Heavy Rain,1.0
189,0,CHINA,no,117.978,28.2371,26303.59,1988,News,70,50000,Heavy Rain,1.0
190,0,INDIA,no,92.926,26.988,70501.83,1988,News,34,2000000,Heavy Rain,1.0
191,0,UKRAINE,no,24.7132,51.4768,14288.09,1988,News,0,0,Heavy Rain,1.0
192,0,CHINA,no,104.148,29.5434,33856.49,1988,News,65,500000,Heavy Rain,2.0
193,0,BANGLADESH,no,90.7053,24.0121,98283.8,1988,News,254,5250000,Heavy Rain,1.0
194,0,ARGENTINA,no,-58.1136,-26.2024,16418.94,1988,News,0,7000,Heavy Rain,1.0
195,0,NIGERIA,no,3.45225,6.58518,1930.19,1988,News,0,500,Heavy Rain,1.0
196,0,INDIA,no,80.7246,28.886,847737.26,1988,News,233,500000,Heavy Rain,2.0
197,0,CANADA,no,-114.841,55.4087,1963.98,1988,News,0,2500,Heavy Rain,1.0
198,0,USSR,no,39.8909,45.3603,102657.48,1988,News,0,0,Heavy Rain,1.0
199,0,CHINA,no,103.879,34.7195,30626.55,1988,News,0,0,Heavy Rain,1.0
200,0,SOUTH KOREA,no,127.777,37.8837,1801.07,1988,News,6,2000,Heavy Rain,1.0
201,0,USA,no,-99.3069,30.0496,2444.8,1988,News,5,0,Heavy Rain,1.0
202,0,JAPAN,no,133.882,35.3673,3681.84,1988,News,4,0,Heavy Rain,1.0
203,0,INDIA,no,71.1117,22.0189,76352.55,1988,News,97,25000,Heavy Rain,1.0
204,0,BRAZIL,no,-35.9246,-8.84383,38455.36,1988,News,66,50000,Heavy Rain,1.0
205,0,PAKISTAN,no,72.1319,31.8882,220520.86,1988,News,158,163000,Heavy Rain,1.0
206,0,SOUTH KOREA,no,128.562,36.9815,3410.01,1988,News,16,2640,Heavy Rain,1.0
207,0,SPAIN,no,-2.07723,43.107,1326.43,1988,News,9,0,Heavy Rain,1.0
208,0,JAPAN,no,132.171,34.6244,4324.25,1988,News,12,1633,Heavy Rain,1.0
209,0,CHINA,no,123.762,47.528,9150.08,1988,News,0,76000,Heavy Rain,1.0
210,0,CHINA,no,107.648,36.2462,33131.16,1988,News,54,12000,Heavy Rain,1.0
211,0,NEW ZEALAND,no,175.503,-36.63,48972.48,1988,News,1,52,Heavy Rain,1.0
212,0,CHINA,no,120.759,29.0944,18767.02,1988,News,264,64000,Heavy Rain,2.0
213,0,VENEZUELA,no,-68.4309,10.9636,909.724,1988,News,2,0,Heavy Rain,1.0
214,0,INDIA,no,80.713,18.4311,94871.79,1988,News,50,0,Heavy Rain,1.0
215,0,USSR,no,91.8093,59.7121,257907.18,1988,News,0,0,Heavy Rain,1.0
216,0,CHINA,no,112.511,37.9044,36877.75,1988,News,50,30000,Heavy Rain,1.0
217,0,SUDAN,no,34.1974,15.0782,354132.25,1988,News,91,2000000,Heavy Rain,2.0
218,0,CHINA,no,120.998,30.1638,12334.34,1988,News,117,188000,Tropical Cyclone,1.0
219,0,CHINA,no,124.933,50.3978,53818.07,1988,News,10,64000,Heavy Rain,1.0
220,0,TAIWAN,no,120.448,23.3725,11240.57,1988,News,15,10000,Heavy Rain,2.0
221,0,MEXICO,no,-96.0178,18.4042,10351.47,1988,News,0,4000,Heavy Rain,1.0
222,0,NICARAGUA,no,-83.9236,14.4458,12585.06,1988,News,0,25000,Heavy Rain,1.0
223,0,CHINA,no,110.234,35.9866,7256.16,1988,News,163,12000,Heavy Rain,1.0
224,0,VENEZUELA,no,-63.565,8.82924,145562.67,1988,News,10,12000,Heavy Rain,1.0
225,0,NIGERIA,no,9.09773,11.8707,60618.09,1988,News,53,0,Heavy Rain,2.0
226,0,CHINA,no,114.489,34.293,153101.05,1988,News,34,80000,Heavy Rain,1.0
227,0,BANGLADESH,no,90.3467,23.8201,138855.34,1988,News,0,0,Heavy Rain,2.0
228,0,INDIA,no,86.5429,26.5037,626872.46,1988,News,876,2000,Heavy Rain,1.0
229,0,UGANDA,no,32.9238,2.6893,55984.41,1988,News,5,0,Heavy Rain,1.0
230,0,NIGERIA,no,7.08584,4.54794,1234.05,1988,News,0,10000,Heavy Rain,1.0
231,0,BURKINA FASO,no,-4.19711,11.5463,135871.39,1988,News,11,6000,Heavy Rain,1.0
232,0,MEXICO,no,-104.497,21.5773,2219.14,1988,News,18,130000,Heavy Rain,1.0
233,0,CHINA,no,117.954,37.4146,16810.04,1988,News,0,10000,Heavy Rain,1.0
234,0,PAKISTAN,no,68.0427,25.6834,33007.62,1988,News,0,200000,Heavy Rain,1.0
235,0,NIGER,no,7.85685,15.5663,744049.31,1988,News,0,300000,Heavy Rain,2.0
236,0,CHAD,no,20.825,12.2248,562932.23,1988,News,51,58000,Heavy Rain,1.0
237,0,EL SALVADOR,no,-88.8546,13.6283,17910.11,1988,News,50,25850,Heavy Rain,1.0
238,0,CHINA,no,110.803,23.5246,50318.08,1988,News,58,300000,Heavy Rain,2.0
239,0,IRAN,no,52.2925,35.55,1149.7,1988,News,25,0,Heavy Rain,1.0
240,0,COLOMBIA,no,-75.0642,7.46115,158846.26,1988,News,0,100000,Heavy Rain,1.0
241,0,SENEGAL,no,-17.0028,14.7289,1307.63,1988,News,4,2400,Heavy Rain,1.0
242,0,NIGER,no,2.32843,13.4802,88395.78,1988,News,13,7000,Heavy Rain,2.0
243,0,MEXICO,no,-93.4599,15.749,25819.64,1988,News,17,20000,Tropical Cyclone,1.0
244,0,MEXICO,no,-97.5615,20.7098,12600.87,1988,News,31,30000,Tropical Cyclone,1.0
245,0,USSR,no,110.35,52.3035,47419.16,1988,News,0,0,Heavy Rain,1.0
246,0,CHINA,no,112.441,29.1543,47834.64,1988,News,0,100000,Heavy Rain,2.0
247,0,USA,no,-82.4462,27.7659,6517.48,1988,News,7,1000,Heavy Rain,2.0
248,0,MEXICO,no,-88.6221,20.9216,105084.42,1988,News,237,821400,Tropical Cyclone,2.0
249,0,NIGERIA,no,2.40705,9.50559,71964.13,1988,News,7,136000,Heavy Rain,1.0
250,0,NEPAL,no,82.4632,28.7764,27591.4,1988,News,106,56,Heavy Rain,1.0
251,0,THAILAND,no,101.507,16.0791,243171.61,1988,News,19,16000,Heavy Rain,1.0
252,0,CHINA,no,118.345,25.7425,100699.46,1988,News,9,51000,Tropical Cyclone,1.0
253,0,INDIA,no,75.0459,30.9339,268528.55,1988,News,731,1250000,Heavy Rain,2.0
254,0,TAIWAN,no,121.521,24.0029,7300.07,1988,News,0,0,Heavy Rain,1.0
255,0,INDIA,no,72.8962,19.1131,605.213,1988,News,23,0,Heavy Rain,1.0
256,0,FRANCE,no,4.3611,43.8055,716.771,1988,News,10,300,Heavy Rain,1.0
257,0,NIGERIA,no,7.10119,6.37902,8884.3,1988,News,0,70000,Infrastructure Failure,1.0
258,0,GHANA,no,-1.18135,9.63061,102162.19,1988,News,0,3000,Heavy Rain,1.0
259,0,GUATEMALA,no,-90.5272,16.024,369.133,1988,News,0,6000,Heavy Rain,1.0
260,0,VIETNAM,no,106.498,17.6857,39063.06,1988,News,100,500000,Tropical Cyclone,1.0
261,0,COLOMBIA,no,-83.8687,12.4945,62662.97,1988,News,135,407000,Tropical Cyclone,1.0
262,0,PHILIPPINES,no,125.763,8.56968,5343.55,1988,News,181,60000,Tropical Cyclone,1.0
263,0,NIGERIA,no,6.31012,4.97124,2833.23,1988,News,10,12000,Heavy Rain,1.0
264,0,CHINA,no,110.429,19.6114,5371.99,1988,News,0,10000,Tropical Cyclone,1.0
265,0,INDONESIA,no,121.641,-8.80602,785.956,1988,News,20,1200,Heavy Rain,1.0
266,0,PHILIPPINES,no,123.271,13.6637,10609.96,1988,News,255,1000000,Tropical Cyclone,1.0
267,0,SPAIN,no,-0.560405,39.7108,2650.68,1988,News,5,800,Heavy Rain,1.0
268,0,INDONESIA,no,98.0389,3.35681,22307.16,1988,News,28,0,Heavy Rain,1.0
269,0,THAILAND,no,99.8198,8.29737,96668.4,1988,News,386,301000,Heavy Rain,2.0
270,0,UGANDA,no,30.2586,0.179812,14344.36,1988,News,0,5000,Heavy Rain,1.0
271,0,GABON ,no,10.5656,-0.86622,70725.27,1988,News,0,0,Heavy Rain,1.0
272,0,INDONESIA,no,109.96,-6.93061,7437.76,1988,News,40,0,Heavy Rain,1.0
273,0,SOUTH AFRICA,no,30.325,-28.4838,2093.53,1989,News,2,0,Tropical Cyclone,1.0
276,0,SCOTLAND,no,-4.50437,57.2883,1308.86,1989,News,0,3000,Heavy Rain,1.0
278,0,INDONESIA,no,-3.96448,50.9569,841.217,1989,News,35,137000,Tropical Cyclone,1.0
279,0,PORTUGAL,no,-8.61306,39.235,3133.98,1989,News,2,20000,Heavy Rain,1.0
280,0,SPAIN,no,-0.441303,39.4927,6647.77,1989,News,0,0,Heavy Rain,1.0
282,0,YUGOSLAVIA,no,17.7595,43.8036,40946.6,1989,News,72,500000,Heavy Rain,1.0
283,0,USA,no,-80.5875,25.9628,25065.05,1989,News,7,4000,Heavy Rain,1.0
284,0,ZAMBIA,no,28.2813,-15.4802,4548.61,1989,News,8,20000,Heavy Rain,1.0
285,0,MEXICO,no,-99.9696,25.0375,374.951,1989,News,0,0,Heavy Rain,1.0
287,0,USA,no,-79.6533,38.0302,31247.12,1989,News,7,17000,Heavy Rain,1.0
